Puntaje,Tiempo
500,13:54:19
500,13:54:19
500,13:54:19
500,13:54:19
500,13:54:19
500,13:54:19
500,13:54:19
500,13:54:19
500,13:54:19
500,13:54:19
500,13:54:19
500,13:54:19
500,13:54:20
500,13:54:20
500,13:54:20
500,13:54:20
500,13:54:20
500,13:54:20
500,13:54:20
500,13:54:20
500,13:54:20
500,13:54:20
500,13:54:20
500,13:54:20
500,13:54:20
500,13:54:20
500,13:54:20
500,13:54:20
500,13:54:20
500,13:54:20
500,13:54:20
500,13:54:20
500,13:54:20
500,13:54:20
500,13:54:21
500,13:54:21
500,13:54:21
500,13:54:21
500,13:54:21
500,13:54:21
500,13:54:21
500,13:54:21
500,13:54:21
500,13:54:21
500,13:54:21
500,13:54:21
500,13:54:21
500,13:54:21
500,13:54:21
500,13:54:21
500,13:54:21
500,13:54:21
500,13:54:21
500,13:54:21
500,13:54:21
500,13:54:21
500,13:54:21
500,13:54:21
500,13:54:21
500,13:54:21
500,13:54:21
500,13:54:22
500,13:54:22
500,13:54:22
500,13:54:22
500,13:54:22
500,13:54:22
500,13:54:22
500,13:54:22
500,13:54:22
500,13:54:22
500,13:54:22
600,13:54:22
600,13:54:22
600,13:54:22
600,13:54:22
600,13:54:22
600,13:54:22
600,13:54:22
600,13:54:22
600,13:54:22
600,13:54:22
600,13:54:22
600,13:54:22
600,13:54:22
600,13:54:22
600,13:54:22
600,13:54:22
600,13:54:23
600,13:54:23
600,13:54:23
600,13:54:23
600,13:54:23
600,13:54:23
600,13:54:23
600,13:54:23
600,13:54:23
600,13:54:23
600,13:54:23
600,13:54:23
600,13:54:23
600,13:54:23
600,13:54:23
600,13:54:23
600,13:54:23
600,13:54:23
600,13:54:23
600,13:54:23
600,13:54:23
600,13:54:23
600,13:54:23
600,13:54:23
600,13:54:23
600,13:54:23
600,13:54:23
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:24
800,13:54:25
800,13:54:25
800,13:54:25
800,13:54:25
800,13:54:25
800,13:54:25
800,13:54:25
800,13:54:25
800,13:54:25
800,13:54:25
800,13:54:25
800,13:54:25
800,13:54:25
800,13:54:25
800,13:54:25
800,13:54:25
800,13:54:25
800,13:54:25
800,13:54:25
800,13:54:25
800,13:54:25
800,13:54:25
800,13:54:25
800,13:54:25
800,13:54:25
800,13:54:25
800,13:54:26
800,13:54:26
800,13:54:26
800,13:54:26
800,13:54:26
800,13:54:26
800,13:54:26
800,13:54:26
800,13:54:26
900,13:54:26
900,13:54:26
900,13:54:26
900,13:54:26
900,13:54:26
900,13:54:26
900,13:54:26
900,13:54:26
900,13:54:26
900,13:54:26
900,13:54:26
900,13:54:26
900,13:54:26
900,13:54:26
900,13:54:26
900,13:54:26
900,13:54:26
900,13:54:26
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:27
900,13:54:28
900,13:54:28
900,13:54:28
900,13:54:28
900,13:54:28
900,13:54:28
900,13:54:28
900,13:54:28
900,13:54:28
900,13:54:28
900,13:54:28
900,13:54:28
900,13:54:28
900,13:54:28
900,13:54:28
900,13:54:28
900,13:54:28
900,13:54:28
900,13:54:28
900,13:54:28
900,13:54:28
900,13:54:28
900,13:54:28
900,13:54:28
900,13:54:28
900,13:54:28
900,13:54:28
900,13:54:29
900,13:54:29
900,13:54:29
900,13:54:29
1000,13:54:35
1100,13:54:36
1100,13:54:36
1100,13:54:36
1100,13:54:36
1100,13:54:36
1100,13:54:36
1100,13:54:36
1100,13:54:36
1100,13:54:36
1100,13:54:36
1100,13:54:36
1100,13:54:36
1100,13:54:36
1100,13:54:36
1100,13:54:36
1100,13:54:36
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:37
1100,13:54:38
1100,13:54:38
1100,13:54:38
1100,13:54:38
1100,13:54:38
1100,13:54:38
1100,13:54:38
1100,13:54:38
1100,13:54:38
1100,13:54:38
1100,13:54:38
1100,13:54:38
1100,13:54:38
1100,13:54:38
1100,13:54:38
1100,13:54:38
1100,13:54:38
1100,13:54:38
1100,13:54:38
1100,13:54:38
1100,13:54:38
1100,13:54:38
1100,13:54:38
1100,13:54:38
1100,13:54:38
1100,13:54:38
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:39
1100,13:54:40
1100,13:54:40
1100,13:54:40
1100,13:54:40
1100,13:54:40
1100,13:54:40
1100,13:54:40
1100,13:54:40
1100,13:54:40
1100,13:54:40
1100,13:54:40
1100,13:54:40
1100,13:54:40
1100,13:54:40
1100,13:54:40
1100,13:54:40
1100,13:54:40
1100,13:54:40
1100,13:54:40
1100,13:54:40
1100,13:54:40
1100,13:54:40
1100,13:54:40
1100,13:54:40
1100,13:54:40
1100,13:54:40
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:41
1100,13:54:42
1100,13:54:42
1100,13:54:42
1100,13:54:42
1100,13:54:42
1100,13:54:42
1100,13:54:42
1100,13:54:42
1100,13:54:42
1100,13:54:42
1100,13:54:42
1100,13:54:42
1100,13:54:42
1100,13:54:42
1100,13:54:42
1100,13:54:42
1100,13:54:42
1100,13:54:42
1100,13:54:42
1100,13:54:42
1100,13:54:42
1100,13:54:42
1100,13:54:43
1100,13:54:43
1100,13:54:43
1100,13:54:43
1100,13:54:43
1100,13:54:43
1100,13:54:43
1100,13:54:43
1100,13:54:43
1100,13:54:43
1100,13:54:43
1100,13:54:43
1100,13:54:43
1100,13:54:43
1100,13:54:43
1100,13:54:43
1100,13:54:43
1100,13:54:43
1100,13:54:43
1100,13:54:43
1100,13:54:44
1100,13:54:44
1100,13:54:44
1100,13:54:44
1100,13:54:44
1100,13:54:44
1100,13:54:44
1100,13:54:44
1100,13:54:44
1100,13:54:44
1100,13:54:44
1100,13:54:44
1100,13:54:44
1100,13:54:44
1100,13:54:44
1100,13:54:44
1100,13:54:44
1100,13:54:44
1100,13:54:44
1100,13:54:45
1100,13:54:45
1100,13:54:45
1100,13:54:45
1100,13:54:45
1100,13:54:45
1100,13:54:45
1100,13:54:45
1100,13:54:45
1100,13:54:45
1100,13:54:45
1100,13:54:45
1100,13:54:45
1100,13:54:45
1100,13:54:45
1100,13:54:45
1100,13:54:45
1100,13:54:45
1100,13:54:45
1100,13:54:45
1100,13:54:45
1100,13:54:45
1100,13:54:45
1100,13:54:45
1100,13:54:46
1100,13:54:46
1100,13:54:46
1100,13:54:46
1100,13:54:46
1100,13:54:46
1100,13:54:46
1100,13:54:46
1100,13:54:46
1100,13:54:46
1100,13:54:46
1100,13:54:46
1100,13:54:46
1100,13:54:46
1100,13:54:46
1100,13:54:46
1100,13:54:46
1100,13:54:46
1100,13:54:46
1100,13:54:46
1100,13:54:46
1100,13:54:46
1100,13:54:46
1100,13:54:46
1100,13:54:46
1100,13:54:46
1100,13:54:46
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:47
1100,13:54:48
1100,13:54:48
1100,13:54:48
1100,13:54:48
1100,13:54:48
1100,13:54:48
1100,13:54:48
1100,13:54:48
1100,13:54:48
1100,13:54:48
